airtableId,jobStart,jobEnd,salaryMin,salaryMax,requirementsDescription,position,sectorExpMin,sectorExpMax,positionExpMin,positionExpMax,mission,MissionLocations,mission,MissionLanguages
recJHwegfLPOBlDmf,2023-06-04,,54000,54000,"<ul class=""liste"">
<li>Utilisation d’un CRM très orienté new deal</li>
<li><strong>Expérience significative en tant que commercial</strong> ou équivalent dans la vente et le partenariats. <strong>( Ex: chargé de partenariats)</strong></li>
<li>Capacité à établir et <strong>maintenir</strong> des relations de confiance avec les partenaires</li>
<li>Aptitude à** la négociation , la vente et un peu de technicité** ( Capable d’accord avec de grands groupes et d’animer la population commerciale au sein des partenaires : Capable de faire des <strong>Démonstrations de produits</strong>)</li>
<li>Très bon relationnel, parfaitement à <strong>l'aise à l'oral</strong></li>
<li>Volonté de développer ses compétences commerciales sur un marché complexe et passionnant,</li>
<li><strong>Solides compétences en analyse de données et en interprétation des tendances de vente</strong></li>
<li>Volonté de travailler dans une Proptech à forte croissance</li>
<li>Réel <strong>intérêt pour le monde de l’énergie</strong></li>
<li>Participer à la transition énergétique des entreprises des collectivités et des gestionnaires de bail</li>
<li><strong>Sensibilité dans l’énergie tertiaire et/ou industrielle</strong></li>
<li>Une expérience dans un <strong>bureau d'études</strong> ou de CVC est également très intéressante.</li>
</ul>
",business-development,,,6,9,recJHwegfLPOBlDmf,europe/france,recJHwegfLPOBlDmf,"en,fr"
recKmfrKT4uTpCS2x,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recKmfrKT4uTpCS2x,europe/poland,recKmfrKT4uTpCS2x,"en,pl"
reckP2haWFD9xplVj,,,30000,42000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,reckP2haWFD9xplVj,europe/netherlands,reckP2haWFD9xplVj,"en,nl"
recKRL2QH6xEYq7sa,,,,,"<p>●     You have 5+ years of experience in B2B sales management, preferably in the agri-food sector and / or in SaaS ;<br>
 <br>
●     You are a great communicator and story-teller with any of your prospects’ representatives from C-level to operational staff ;<br>
 <br>
●     You speak English and an additional language among German, Spanish, Italian and Portuguese with full professional proficiency ;<br>
 <br>
●     Bonus 1 : you bring your own portfolio of leads to the table</p>
",sales-manager,,,,,recKRL2QH6xEYq7sa,europe/germany,recKRL2QH6xEYq7sa,"de,en"
recLaxiCREBzTpmDO,2023-05-08,,36000,45000,"<ol>
<li>2-3 years of experience in Admin and Office management</li>
<li>You are fluent in English: we are an international team where English is the first language spoken (meetings, communication, documentation, etc.)</li>
<li>You are autonomous, detail-oriented with demonstrated ability to multitask</li>
<li>You are creative and committed to elevating the in-office experience</li>
<li>You have excellent interpersonal skills and ease with intercultural communication</li>
<li>You have a strong sense of service and you know how to organize and prioritize your work</li>
<li>Language skills: English is the working language at Prophesee. French is significant asset for living in Paris</li>
</ol>
",office-manager,0,0,2,5,recLaxiCREBzTpmDO,europe/france/paris,recLaxiCREBzTpmDO,"en,fr"
reclHFyhFZjXOSbEp,2023-04-01,2023-06-01,60000,80000,"<p>-Solved complex issues in a React Native app<br>
-Mobile web3 tech experience<br>
-Web3 experience on mobile as a user<br>
-Experience working in full remote / autonomy (he / she will be alone on his project at the beginning, we need someone really autonomous)<br>
-Deployed and maintained 1 or more apps on the stores for several years (we don't want someone who has made 40 MVPs but never pushed further)  <br>
-English and French<br>
-Centralien, Mines, Ponts, Telecom</p>
",lead-mobile-developer,3,3,3,10,,,reclHFyhFZjXOSbEp,"en,fr"
recMh3kDSANBvdJbu,,,8320,12480,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1,2,recMh3kDSANBvdJbu,asia/india,recMh3kDSANBvdJbu,"en,hi"
recmIe7fNTUGA7H2F,,,,,"<ul class=""liste"">
<li>5+ years of demonstrable engineering experience in either a professional or personal capacity.</li>
<li>Strong knowledge of backend-end development (preferably with Nodejs &amp; Nest, but any typed language like C# or Java is also fine if you're willing to switch ecosystems).</li>
<li>Experience (or at least a strong desire to learn) of GraphQL and PureScript (or Haskel)</li>
<li>Strong Typescript skills (along with React for the frontend)</li>
<li>Blockchain Fundamentals such as consensus mechanisms, nodes, web3.</li>
<li>Knowledge about performance, distributed architectures, autoscaling, ...</li>
<li>General clean code habits, along with an advanced CI/CD and DevOps understanding (GitHub Actions, Terraform, AWS, ...)</li>
</ul>
",full-stack-developer,,,,,recmIe7fNTUGA7H2F,europe,,
recnBWL7L2B5oicAV,2023-06-04,,43000,54000,"<ul class=""liste"">
<li>Utilisation d’un CRM très orienté new deal</li>
<li><strong>Première expérience en tant que commercial</strong> ou équivalent dans l’industrie / Energie</li>
<li>Capacité à établir des relations de confiance avec les clients</li>
<li>Aptitude à <strong>la négociation, la vente ( de produit industriel)  et à la technicité ( La charge de preuve - savoir démontrer un ROI - être pragmatique) ( Comprends les différences dans les process industriels - Maîtrise des notions de vapeur, froid, air comprimé) -  Très important</strong></li>
<li>Très bon relationnel, parfaitement à <strong>l'aise à l'oral</strong></li>
<li>Connaissance de la réglementation et des normes industrielles</li>
<li>Volonté de développer ses compétences commerciales sur un marché complexe et passionnant,</li>
<li>Volonté de travailler dans une Proptech à forte croissance</li>
<li>Réel <strong>intérêt pour le monde de l’énergie</strong></li>
<li>Participer à la transition énergétique des entreprises des collectivités et des gestionnaires de bail</li>
<li><strong>Sensibilité dans l’énergie tertiaire et/ou industrielle</strong></li>
</ul>
",business-development,,,1,9,recnBWL7L2B5oicAV,europe/france,recnBWL7L2B5oicAV,"en,fr"
reco7sqp1LuUkyVRc,,,37000,50000,"<ul class=""liste"">
<li>De formation ingénieur bâtiment, énergie, thermicien ou équivalent</li>
<li>Trois années expérience significatives dans un secteur lié à l’efficacité énergétique, à la digitalisation (plateforme SaaS) ou au big data.</li>
<li>Avoir de l'expérience en Audit et un plus.</li>
<li>Très bon relationnel, parfaitement à l’aise dans son expression écrite,orale et publique.<br>
 Volonté de travailler en équipe, de gérer des projets de bout en bout<br>
-Volonté de travailler dans une Startup à fort potentiel de croissance<br>
-Réel intérêt pour le monde de l’énergie et volonté d’accélérer la transition<br>
-Énergétique des entreprises et des collectivités</li>
</ul>
",others,,,3,5,reco7sqp1LuUkyVRc,europe/france/paris,reco7sqp1LuUkyVRc,fr
recObvBwoSTSuFEll,,,37000,50000,"<ul class=""liste"">
<li>2-3 ans ou + d’expérience en tant qu’ingénieur conseil</li>
<li>Avoir fait de l’audit</li>
<li>Expérience dans la CVC  (Chauffage, ventilation et climatisation) ou thermique du bâtiment</li>
<li>Volonté de travailler dans une jeune entreprise en forte croissance</li>
<li>Très bon relationnel, parfaitement à l’aise dans son expression écrite et orale</li>
<li>Réel intérêt pour le monde de l’énergie et volonté d’accélérer la transition énergétique des entreprises et des collectivités</li>
</ul>
",others,,,3,5,recObvBwoSTSuFEll,europe/france/paris,recObvBwoSTSuFEll,fr
recOLEbIR0xzdb1kT,,,,,"<ul class=""liste"">
<li>Candidate currently working at Lazard or Perella</li>
</ul>
",merger-and-acquisition-analyst,,,,,recOLEbIR0xzdb1kT,europe/france/paris,,
recONKansnIbXY6ij,,,,,,marketing-manager,,,,,recONKansnIbXY6ij,europe/france/paris,,
recOO9bDKaXhlAHdo,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recOO9bDKaXhlAHdo,europe/greece,recOO9bDKaXhlAHdo,"el,en"
recPAkkV9YOeDx7IY,,,,,,android-developer,,,,,recPAkkV9YOeDx7IY,worldwide,,
recql4vRdy52jvOWm,,,,,,sales-manager,,,,,recql4vRdy52jvOWm,"asia/china/hong-kong-sar,europe/united-kingdom",,
recqqidMvCVBrvsnb,,,30000,40000,"<p>-Deep knowledge of organic food retail and distribution companies (B2B)<br>
-Food services catering and organic e-commerce are a plus!<br>
-At least 5 years experiences<br>
-Can work independently<br>
-Proven sales track record on organic food retail distribution, knowledge on organic pasta a plus<br>
-Basic use of CRM<br>
-Passion for organic food and impact<br>
-Based in France</p>
",head-of-sales,,,,,recqqidMvCVBrvsnb,europe/france/paris,recqqidMvCVBrvsnb,"en,fr"
recsld3DKqBhnW6rg,2023-04-03,2023-08-10,85000,90000,"<p>WHAT YOU'LL NEED<br>
 2+ years experience in management consulting or data science<br>
 Excellent analytical skills and ability to leverage data, metrics, analytics to generate insights creative ideas.<br>
Quantitative thinking and strong problem-solving skills<br>
Excellent communication skills and full fluency in English and Arabic<br>
Arabic proficiency is a plus (not mandatory)<br>
Collaborative mindsetset</p>
",head-data-operations,,,1,2,recsld3DKqBhnW6rg,asia/united-arab-emirates/dubai,recsld3DKqBhnW6rg,"ar,en"
rect4fduNiqcXC123,2023-04-11,,45000,46000,"<ul class=""liste"">
<li>A strong experience as an Outbound Sales (minimum 3 years) and a first experience as a manager.</li>
<li>Like to thrive in challenging environments and have a problem-solver approach.</li>
<li>Have an interest in the restaurant business.</li>
<li>Excellent oral and written communication skills.</li>
<li>Have a strong ability to structure and implement processes.</li>
<li>Fluent in Mandarin and English.</li>
<li>(Bonus but not mandatory): Knowledge of French and/or Flemish</li>
<li>(Bonus but not mandatory): Proficient in the Hubspot CRM software or another CRM software</li>
<li>(Bonus but not mandatory): Experience in the hospitality and/or restaurant industry</li>
</ul>
",sales-director,3,3,3,10,rect4fduNiqcXC123,europe/france/paris,rect4fduNiqcXC123,zh
recTOLFUh69KqHf4t,,,,,"<p>·     Utilisation d’un CRM très orienté new deal<br>
·     ** 5 ans d’expérience en tant que commercial** ou équivalent<br>
·      Très bon relationnel, parfaitement à <strong>l'aise à l'oral</strong>.<br>
·     Volonté de développer ses compétences commerciales sur un marché complexe et passionnant,<br>
·     Volonté de travailler dans une Proptech à forte croissance<br>
·     Réel <strong>intérêt pour le monde de l’énergie</strong><br>
·     Participer à la transition énergétique des entreprises des collectivités et des gestionnaires de bail<br>
·     Plutôt <strong>trentenaire</strong></p>
",business-development,,,,,recTOLFUh69KqHf4t,europe/france/paris,recTOLFUh69KqHf4t,fr
recTxgcqkCX1YBpRB,,,,,,frontend-developer,,,,,recTxgcqkCX1YBpRB,"americas/united-states,asia/india,europe",,
recu8QJacyAODTIeX,,,,,"<p>●     You have 5+ years of experience in B2B sales management, preferably in the agri-food sector and / or in SaaS ;<br>
 <br>
●     You are a great communicator and story-teller with any of your prospects’ representatives from C-level to operational staff ;<br>
 <br>
●     You speak English and an additional language among German, Spanish, Italian and Portuguese with full professional proficiency ;<br>
 <br>
●     Bonus 1 : you bring your own portfolio of leads to the table</p>
",sales-manager,,,,,recu8QJacyAODTIeX,europe/united-kingdom,,
recUMYC6no6ATWX6U,2023-05-01,2023-07-31,48000,68000,"<p>It is an advantage if you have experience with outbound and inbound sales activities and contacting potential customers via different channels<br>
You are convincing, strongly self-motivated and think entrepreneurially<br>
Self-confidence, communication, a high level of commitment and solution-oriented thinking are also among your strengths<br>
You can communicate fluently in written and spoken German and English.<br>
Our new office is in Munich Westend, inkl. Kicker, big terrace ​and ​bbq and loooots of space.</p>
",sales-development-representative,0,0,2,5,recUMYC6no6ATWX6U,europe/germany,recUMYC6no6ATWX6U,"de,en,fr,it,pl"
recusVqWSM8W4Os51,2023-05-21,,60000,90000,"<ul class=""liste"">
<li>
<p>think-cell accepts different profiles for the position of C++ developer, regardless of previous specialisation and years of experience.</p>
</li>
<li>
<p>For them, it is more important to assess programming skills rather than a good CV and previous projects.  As all their recruitment steps are task-based, the selection of candidates depends purely on test results.</p>
</li>
</ul>
",others,5,5,5,10,,,recusVqWSM8W4Os51,en
recuv6Ssvo2IBhPMJ,,,,,,analyst,,,,,recuv6Ssvo2IBhPMJ,europe/united-kingdom,,
recUwquxTAuaSpYwc,,,60000,70000,"<p>The ideal candidate should have resources in France or Europe and have lived in France or Europe for many years, with a deep understanding of the local culture and a good level of connections <br>
Background in Business School<br>
Consulting/IB/VC experience</p>
",business-development,,,6,9,recUwquxTAuaSpYwc,europe/france,recUwquxTAuaSpYwc,"en,fr,zh"
recUxPcTtNb1ydnU2,,,,,"<p>●     Vous avez 2 ans ou plus d'expérience dans le développement d'applications web.<br>
●     Vous avez déjà travaillé avec un langage backend (Node/TS si possible, ouvert à d'autres langages back)<br>
●     Vous avez déjà travaillé avec GraphQL ou vous aimeriez le faire.<br>
●     Vous êtes à l'aise avec les bases de données PostgreSQL ou SQL.<br>
●     Vous devez apprendre rapidement et aimer résoudre des problèmes.<br>
●     Vous avez l'esprit d'équipe, vous êtes désireux de fournir des commentaires et heureux de les recevoir comme des opportunités d'apprentissage.<br>
●     Vous savez comment établir des priorités afin de livrer à temps, car la rapidité d'exécution est essentielle, sans jamais compromettre la qualité.<br>
●     Vous parlez correctement l'anglais</p>
<p><strong>Background</strong><br>
●     Ecole d’ingé, ou écoles d’informatique (Epitech…),<br>
●     Etre passé par une Start-up<br>
●     Avoir l'esprit start-up (polyvalent, pas peur de faire des heures)</p>
",backend-developer,,,,,,,recUxPcTtNb1ydnU2,en
recv0ptCpZME2WjM4,,,,,"<ul class=""liste"">
<li>5+ years of demonstrable engineering experience in either a professional or personal capacity.</li>
<li>Strong knowledge of backend-end development (preferably with Nodejs &amp; Nest, but any typed language like C# or Java is also fine if you're willing to switch ecosystems).</li>
<li>Experience (or at least a strong desire to learn) of GraphQL and PureScript (or Haskel)</li>
<li>Strong Typescript skills (along with React for the frontend)</li>
<li>Blockchain Fundamentals such as consensus mechanisms, nodes, web3.</li>
<li>Knowledge about performance, distributed architectures, autoscaling, ...</li>
<li>General clean code habits, along with an advanced CI/CD and DevOps understanding (GitHub Actions, Terraform, AWS, ...)</li>
</ul>
",full-stack-developer,,,,,recv0ptCpZME2WjM4,"europe/france,europe/switzerland",,
recVkUIc200uXUljl,2023-08-01,,40000,50000,"<p>Experience in cross-border e-commerce<br>
Data analytics skills<br>
Candidate needs to be experienced in stock forecasting.<br>
They need to be experienced in building customer service teams to help, run the customer support for the stores</p>
",store-manager,3,3,3,5,recVkUIc200uXUljl,asia/china,recVkUIc200uXUljl,"en,zh"
recwe9VS4h7Qfkzjd,,,,,,customer-support,,,,,recwe9VS4h7Qfkzjd,europe/france/paris,,
recwLbpaO7mIHkEep,,,,,,sales,,,,,recwLbpaO7mIHkEep,europe/france/paris,,
recwMSrftJ7BbX5mZ,,,8320,12480,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1,2,recwMSrftJ7BbX5mZ,asia/india,recwMSrftJ7BbX5mZ,"en,hi"
recWril35NdQ1pyCs,,,,,,key-account-manager,,,,,recWril35NdQ1pyCs,europe/france/paris,,
recX5s0aDnf7myc85,,,,,,quality-assurance-analyst,,,,,recX5s0aDnf7myc85,"americas/united-states,asia/india,europe",,
recXsP0cgPHypy429,,,,,,sales,,,,,,,,
recXUiPBv1AYRBeEF,2023-05-15,,,,"<p>Essential</p>
<ul class=""liste"">
<li>Must be proficient in object-oriented software development – while a strong C++ background is highly</li>
<li>At least 5 years of experience</li>
<li>Classification : Internal desired, a talented Java developer willing to learn C++ is also given consideration.</li>
<li>Prior Python development experience is a plus</li>
<li>Develop custom C++ software code, debugs, troubleshoots, and resolves software and hardware compatibility and operability issues</li>
<li>Use data structures, software engineering, OOD, C++ programing techniques and algorithms to write, debug and test code</li>
<li>Ability to code in a LINUX/UNIX environment (Linux C++ toolchains)</li>
</ul>
<p>Preferred</p>
<ul class=""liste"">
<li>C++ programing</li>
<li>Multithreaded programming</li>
<li>Unit testing framework</li>
<li>Sockets API programming</li>
</ul>
",others,5,5,5,7,recXUiPBv1AYRBeEF,europe/united-kingdom/city-of-london,recXUiPBv1AYRBeEF,en
reczkFBZXTtSjNX96,2023-04-10,,,,"<ul class=""liste"">
<li>At least 5 years of experience in the FX environment</li>
<li>Excellent knowledge of FX option trading and products**.**</li>
<li>Worked for big banks like Société Générale, Barclays, Santander or others</li>
<li>Knowledge of SQL</li>
<li>Strong analysis and communication skills</li>
<li>Expertise of solving complicated problems and natural curiosity</li>
</ul>
",others,5,5,5,10,reczkFBZXTtSjNX96,europe/united-kingdom/city-of-london,reczkFBZXTtSjNX96,en
recZzXqsiS77tAAcS,,,,,"<p>·     Utilisation d’un CRM très orienté new deal<br>
·     ** 5 ans d’expérience en tant que commercial** ou équivalent<br>
·      Très bon relationnel, parfaitement à <strong>l'aise à l'oral</strong>.<br>
·     Volonté de développer ses compétences commerciales sur un marché complexe et passionnant,<br>
·     Volonté de travailler dans une Proptech à forte croissance<br>
·     Réel <strong>intérêt pour le monde de l’énergie</strong><br>
·     Participer à la transition énergétique des entreprises des collectivités et des gestionnaires de bail<br>
·     Plutôt <strong>trentenaire</strong></p>
",business-development,,,,,recZzXqsiS77tAAcS,europe/france/paris,recZzXqsiS77tAAcS,fr
