airtableId,jobStart,jobEnd,salaryMin,salaryMax,requirementsDescription,position,sectorExpMin,sectorExpMax,positionExpMin,positionExpMax,airtableId,missionId,availableFrom,availableUntil,minSalaryExpect,maxSalaryExpect,degreeSubject,status,missionCandidate,MissionCandidateHardSkills,missionCandidate,MissionCandidateLocations,mission,MissionLocations,missionCandidate,MissionCandidateLanguages,mission,MissionLanguages
rec6N2U5wJf7t3ySH,2023-04-03,,40000,70000,"<p>-Previous experience in <strong>a start-up (2-3 years)</strong> with a <strong>tech</strong> position with <strong>responsabilities</strong><br>
-Have an entrepreneur / startup mindset (likes taking risks)<br>
**-**Stayed at his previous positions for <strong>at least one year</strong><br>
-Experience with <strong>agronomic and technical issues</strong> (Vertical Farming)<br>
-Worked in greenhouse hydroponics.<br>
-All types of technology are accepted<br>
-Very good technical level based on hardware and software development experience in various technological environments<br>
-Knowledge of UX</p>
<p>Information for recruiters !</p>
<p>-Ideally, you should find a candidate who lives within 50 km of Cartagena!<br>
-If this is too complicated, find a candidate who is able to travel there often.<br>
-And if that's not possible, find a candidate who can travel there a few days a month.</p>
",cto,,,1,5,rec4TOnVdc0ZADtgy,rec6N2U5wJf7t3ySH,2023-03-01,,40000,70000,Bachelor of Science,Rejected by CP,rec4TOnVdc0ZADtgy,"android,borland-c++,html,ios,java,javascript,mongodb,php,python,sql-azure",rec4TOnVdc0ZADtgy,europe/spain,rec6N2U5wJf7t3ySH,europe/spain,rec4TOnVdc0ZADtgy,"en,es,hi,pi,ur",rec6N2U5wJf7t3ySH,"es,fr"
recAtcVMDz425qUT3,2023-05-15,,75000,85000,"<p>They are looking for the person behind the data science. the candidate must be curious, collegial, hard-working individual with the vision to change the world. Critical questioning of key decisions and motivation to create efficient processes for clients and our company is crucial. He is humble, know when to ask for help, and enjoy learning alongside your colleagues. He take ownership and deliver results. This will makes a candidate the perfect Diesta team member!</p>
<p>Skills &amp; Experience needed:</p>
<ul class=""liste"">
<li>At least 5 years of experience in data engineering or related field</li>
<li>BSc in Computer Science or similar</li>
<li>Proven experience with Python</li>
<li>Strong understanding of data warehousing, ETL processes, and data modelling</li>
<li>Be a resident in England, Wales or Scotland</li>
<li>Be curious and reliable</li>
<li>Exposure to spreadsheet data pipelines.</li>
</ul>
<p>The wow factor (not required but the stuff we love to see!)</p>
<ul class=""liste"">
<li>Experience with Fintech companies</li>
<li>Have an understanding how insurance works</li>
<li>Experience with data visualisation tools, especially AWS QuickInsights, is a plus</li>
</ul>
",data-engineer,4,4,5,9,rec4w5AaNa3vIukBK,recAtcVMDz425qUT3,,,80000,,,Rejected by CP,rec4w5AaNa3vIukBK,"amazon-web-services-aws,data-feeds,data-science,databases,python",,,,,rec4w5AaNa3vIukBK,en,recAtcVMDz425qUT3,en
recwe9VS4h7Qfkzjd,,,,,,customer-support,,,,,rec5CvYLW6QpUwALg,recwe9VS4h7Qfkzjd,,,30000,35000,,Mission closed by client,,,,,recwe9VS4h7Qfkzjd,europe/france/paris,rec5CvYLW6QpUwALg,"en,fr,zh",,
recwMSrftJ7BbX5mZ,,,8320,12480,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1,2,rec5cyo27dqhUGxJG,recwMSrftJ7BbX5mZ,2023-02-28,,34,,MS,Rejected by CP,rec5cyo27dqhUGxJG,python,,,recwMSrftJ7BbX5mZ,asia/india,rec5cyo27dqhUGxJG,"en,hi",recwMSrftJ7BbX5mZ,"en,hi"
reczkFBZXTtSjNX96,2023-04-10,,,,"<ul class=""liste"">
<li>At least 5 years of experience in the FX environment</li>
<li>Excellent knowledge of FX option trading and products**.**</li>
<li>Worked for big banks like Société Générale, Barclays, Santander or others</li>
<li>Knowledge of SQL</li>
<li>Strong analysis and communication skills</li>
<li>Expertise of solving complicated problems and natural curiosity</li>
</ul>
",others,5,5,5,10,rec5JEbnrl9wBzhtx,reczkFBZXTtSjNX96,,,128000,153600,"MSc, Business Systems Analysis and Design",Rejected by client,rec5JEbnrl9wBzhtx,"communication,fx-options,leadership,management,sql-clr",,,reczkFBZXTtSjNX96,europe/united-kingdom/city-of-london,rec5JEbnrl9wBzhtx,en,reczkFBZXTtSjNX96,en
recA3Ye1PMACJlO1Z,2023-04-03,,65000,120000,"<ul class=""liste"">
<li>Experience in building backend data services and Microservices at scale</li>
<li>Experience leading and architecting major new enhancements</li>
<li>Strong understanding of web services and best practices    Strong experience with managing the security aspects</li>
<li>Have working knowledge on following technologies:<br>
Node.js – GraphQl – AWS  - Express JS – PostgreSQL - Hasura</li>
<li>Experience – min 7 years experience</li>
<li>Experience in a tech start-up or large company</li>
<li>Have stayed in a company for at least 2 years</li>
</ul>
",backend-developer,,,6,9,rec5QmMazJ6GT5pVa,recA3Ye1PMACJlO1Z,2023-02-06,,120000,,Bachelor of Engineering,Rejected by CP,rec5QmMazJ6GT5pVa,"amazon-web-services-aws,graphql,node.js",rec5QmMazJ6GT5pVa,americas/united-states,recA3Ye1PMACJlO1Z,"americas/united-states,asia/india,europe",rec5QmMazJ6GT5pVa,en,recA3Ye1PMACJlO1Z,en
recJHwegfLPOBlDmf,2023-06-04,,54000,54000,"<ul class=""liste"">
<li>Utilisation d’un CRM très orienté new deal</li>
<li><strong>Expérience significative en tant que commercial</strong> ou équivalent dans la vente et le partenariats. <strong>( Ex: chargé de partenariats)</strong></li>
<li>Capacité à établir et <strong>maintenir</strong> des relations de confiance avec les partenaires</li>
<li>Aptitude à** la négociation , la vente et un peu de technicité** ( Capable d’accord avec de grands groupes et d’animer la population commerciale au sein des partenaires : Capable de faire des <strong>Démonstrations de produits</strong>)</li>
<li>Très bon relationnel, parfaitement à <strong>l'aise à l'oral</strong></li>
<li>Volonté de développer ses compétences commerciales sur un marché complexe et passionnant,</li>
<li><strong>Solides compétences en analyse de données et en interprétation des tendances de vente</strong></li>
<li>Volonté de travailler dans une Proptech à forte croissance</li>
<li>Réel <strong>intérêt pour le monde de l’énergie</strong></li>
<li>Participer à la transition énergétique des entreprises des collectivités et des gestionnaires de bail</li>
<li><strong>Sensibilité dans l’énergie tertiaire et/ou industrielle</strong></li>
<li>Une expérience dans un <strong>bureau d'études</strong> ou de CVC est également très intéressante.</li>
</ul>
",business-development,,,6,9,rec5wYOeJIZ68u1J6,recJHwegfLPOBlDmf,,,,,Management and organization,Rejected by CP,rec5wYOeJIZ68u1J6,"analysis,analytical-skills,crm,marketing,web-content",,,recJHwegfLPOBlDmf,europe/france,rec5wYOeJIZ68u1J6,"ar,en,fr",recJHwegfLPOBlDmf,"en,fr"
recdN16e9aiTj0z3a,,,30000,42000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,rec5Yk8EhCcWRBO0w,recdN16e9aiTj0z3a,,,,,Digital Transformation of Businesses,Rejected by client,rec5Yk8EhCcWRBO0w,"business-development,communication,marketing,sales,sales-management",,,recdN16e9aiTj0z3a,europe/spain/madrid,rec5Yk8EhCcWRBO0w,"en,es,fr",recdN16e9aiTj0z3a,"en,es"
recUMYC6no6ATWX6U,2023-05-01,2023-07-31,48000,68000,"<p>It is an advantage if you have experience with outbound and inbound sales activities and contacting potential customers via different channels<br>
You are convincing, strongly self-motivated and think entrepreneurially<br>
Self-confidence, communication, a high level of commitment and solution-oriented thinking are also among your strengths<br>
You can communicate fluently in written and spoken German and English.<br>
Our new office is in Munich Westend, inkl. Kicker, big terrace ​and ​bbq and loooots of space.</p>
",sales-development-representative,0,0,2,5,rec5yqt3OcSYtLi7d,recUMYC6no6ATWX6U,2023-05-02,,65000,75000,,Offer sent,rec5yqt3OcSYtLi7d,"office-365,sales,salesforce.com",rec5yqt3OcSYtLi7d,europe,recUMYC6no6ATWX6U,europe/germany,rec5yqt3OcSYtLi7d,"de,en",recUMYC6no6ATWX6U,"de,en,fr,it,pl"
recAtcVMDz425qUT3,2023-05-15,,75000,85000,"<p>They are looking for the person behind the data science. the candidate must be curious, collegial, hard-working individual with the vision to change the world. Critical questioning of key decisions and motivation to create efficient processes for clients and our company is crucial. He is humble, know when to ask for help, and enjoy learning alongside your colleagues. He take ownership and deliver results. This will makes a candidate the perfect Diesta team member!</p>
<p>Skills &amp; Experience needed:</p>
<ul class=""liste"">
<li>At least 5 years of experience in data engineering or related field</li>
<li>BSc in Computer Science or similar</li>
<li>Proven experience with Python</li>
<li>Strong understanding of data warehousing, ETL processes, and data modelling</li>
<li>Be a resident in England, Wales or Scotland</li>
<li>Be curious and reliable</li>
<li>Exposure to spreadsheet data pipelines.</li>
</ul>
<p>The wow factor (not required but the stuff we love to see!)</p>
<ul class=""liste"">
<li>Experience with Fintech companies</li>
<li>Have an understanding how insurance works</li>
<li>Experience with data visualisation tools, especially AWS QuickInsights, is a plus</li>
</ul>
",data-engineer,4,4,5,9,rec6A71VLckkekRcg,recAtcVMDz425qUT3,,,81000,,,Rejected by client,rec6A71VLckkekRcg,"databases,etl,etl-tools",,,,,rec6A71VLckkekRcg,en,recAtcVMDz425qUT3,en
recwMSrftJ7BbX5mZ,,,8320,12480,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1,2,rec6D4nfcNYvavfb8,recwMSrftJ7BbX5mZ,,,0,,,Sent to Client,rec6D4nfcNYvavfb8,"automation,test-automation",,,recwMSrftJ7BbX5mZ,asia/india,rec6D4nfcNYvavfb8,en,recwMSrftJ7BbX5mZ,"en,hi"
rec1fLbPRArMKBz4D,,,48000,48000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,rec6FNehyv3hEEfQL,rec1fLbPRArMKBz4D,,,49000,,,Sent to Client,rec6FNehyv3hEEfQL,"leadership,negotiation,sales",,,rec1fLbPRArMKBz4D,europe/united-kingdom/city-of-london,rec6FNehyv3hEEfQL,"bg,en",rec1fLbPRArMKBz4D,en
rec9B1Iwayh8YU3pc,,,,,,merger-and-acquisition-analyst,,,,,rec6hYEp9jgwquUln,rec9B1Iwayh8YU3pc,,,,,Economics and Financial Engineering,Sourced,,,,,rec9B1Iwayh8YU3pc,europe/france/paris,rec6hYEp9jgwquUln,"ar,en,es,fr",,
recsld3DKqBhnW6rg,2023-04-03,2023-08-10,85000,90000,"<p>WHAT YOU'LL NEED<br>
 2+ years experience in management consulting or data science<br>
 Excellent analytical skills and ability to leverage data, metrics, analytics to generate insights creative ideas.<br>
Quantitative thinking and strong problem-solving skills<br>
Excellent communication skills and full fluency in English and Arabic<br>
Arabic proficiency is a plus (not mandatory)<br>
Collaborative mindsetset</p>
",head-data-operations,,,1,2,rec6iOvmhYpVjdg80,recsld3DKqBhnW6rg,2023-05-02,2023-05-02,90000,95000,"Advanced Master of Business Administration, Business Administration and Management",Mission closed by client,rec6iOvmhYpVjdg80,"operations-management,saas",,,recsld3DKqBhnW6rg,asia/united-arab-emirates/dubai,rec6iOvmhYpVjdg80,"ar,en",recsld3DKqBhnW6rg,"ar,en"
rec2Xnb1aA6Evh8id,,,60000,75000,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li><strong>5 to 10 years of experience as a Full Stack  developer</strong></li>
<li>Previous experience in**a scale-up (at least 2 years) **<br>
Stack to master:<br>
**Ruby **and/or **Django (at least 2 years old) **<br>
** **</li>
<li><strong>Back :  Ruby, PostgreSQL, Heroku</strong></li>
<li><strong>Front : Typescript , React native, React</strong><br>
** **</li>
<li>Proximity to Paris but not mandatory</li>
<li>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</li>
<li>The candidate must be **French native/or professional level **</li>
</ul>
",full-stack-developer,,,,,rec6isugRnLymYMAS,rec2Xnb1aA6Evh8id,,,,,,Rejected by CP,,,,,rec2Xnb1aA6Evh8id,europe/france/paris,rec6isugRnLymYMAS,fr,rec2Xnb1aA6Evh8id,fr
recKmfrKT4uTpCS2x,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,rec6KgoOQKoSQGLDO,recKmfrKT4uTpCS2x,,,,,Marketing Studies,Rejected by CP,rec6KgoOQKoSQGLDO,"driving-license,leadership,management,marketing-communications,sales",,,recKmfrKT4uTpCS2x,europe/poland,rec6KgoOQKoSQGLDO,"en,pl",recKmfrKT4uTpCS2x,"en,pl"
recGxlU3W94snVhuH,,,55000,65000,"<p>This role is the lifeblood of new business for Qumin. You will be responsible for finding new business opportunities and bringing in new clients. Our goal for this hire is to find someone who is hungry to progress their career in sales and smash their targets.<br>
Your career progression is as important to us as it is to you, and we would like to see this role move into a leadership position.<br>
 <br>
-2+ year experience in a direct sales, partnerships or account growth role<br>
-Interest or experience in China and Chinese digital platforms<br>
-Ability to control a full sales-cycle from the initial stage of booking meetings to closing deals<br>
-Excellent presentation and communication skills<br>
-Ability to create and maintain fruitful long-term relationships with clients<br>
-Crafting compelling messaging to put across our value proposition succinctly<br>
-Team-player with a positive and energetic approach and the ability to handle rejection<br>
- University degree</p>
<p><strong>Nice to have:</strong><br>
-Experience using CRM software and cloud-based platforms<br>
-Mandarin as a first/second language would be fantastic<br>
-Great sense of humour</p>
",business-development-manager,,,,,rec6s8RKRQJPImR6O,recGxlU3W94snVhuH,,,0,65000,,Rejected by client,rec6s8RKRQJPImR6O,"management,project-management,sales,time-management",,,recGxlU3W94snVhuH,europe/united-kingdom/city-of-london,rec6s8RKRQJPImR6O,en,,
recUwquxTAuaSpYwc,,,60000,70000,"<p>The ideal candidate should have resources in France or Europe and have lived in France or Europe for many years, with a deep understanding of the local culture and a good level of connections <br>
Background in Business School<br>
Consulting/IB/VC experience</p>
",business-development,,,6,9,rec6SzdF64ZaFjsZo,recUwquxTAuaSpYwc,2023-03-21,2023-03-31,150000,150000,Executive MBA,Rejected by CP,rec6SzdF64ZaFjsZo,"board-of-directors,innovation-research,leadership,licensing-agreements,mergers-amp-acquisitions,recruiting,sales,start-up-ventures",,,recUwquxTAuaSpYwc,europe/france,rec6SzdF64ZaFjsZo,"en,fr",recUwquxTAuaSpYwc,"en,fr,zh"
rec7MvbTywFTvWryg,,,45000,60000,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li>
<p>Min **2 years of experience **as a full stack developer or school exit (-<strong>Top engineering school – “Top 10”</strong>) -Info school (only Epita)</p>
</li>
<li>
<p>Proximity to Paris but not mandatory</p>
</li>
<li>
<p>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</p>
</li>
<li>
<p>The candidate must be native French (or professional level)</p>
</li>
<li>
<p><strong>Back :  Ruby, PostgreSQL, Heroku</strong></p>
</li>
<li>
<p><strong>Front : Typescript , React native, React</strong></p>
</li>
</ul>
",full-stack-developer,,,,,rec6wq0svJ6nP2ymx,rec7MvbTywFTvWryg,,,50000,,,Rejected by CP,rec6wq0svJ6nP2ymx,"css,html,javascript,python,react,ruby,typescript",,,rec7MvbTywFTvWryg,europe/france/paris,rec6wq0svJ6nP2ymx,"en,es,fr,ja",rec7MvbTywFTvWryg,fr
recMh3kDSANBvdJbu,,,8320,12480,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1,2,rec75ed6awIHlj79a,recMh3kDSANBvdJbu,2023-03-01,,,,Computer Science,Rejected by client 2nd round,,,,,recMh3kDSANBvdJbu,asia/india,rec75ed6awIHlj79a,"en,hi,mr",recMh3kDSANBvdJbu,"en,hi"
recAtcVMDz425qUT3,2023-05-15,,75000,85000,"<p>They are looking for the person behind the data science. the candidate must be curious, collegial, hard-working individual with the vision to change the world. Critical questioning of key decisions and motivation to create efficient processes for clients and our company is crucial. He is humble, know when to ask for help, and enjoy learning alongside your colleagues. He take ownership and deliver results. This will makes a candidate the perfect Diesta team member!</p>
<p>Skills &amp; Experience needed:</p>
<ul class=""liste"">
<li>At least 5 years of experience in data engineering or related field</li>
<li>BSc in Computer Science or similar</li>
<li>Proven experience with Python</li>
<li>Strong understanding of data warehousing, ETL processes, and data modelling</li>
<li>Be a resident in England, Wales or Scotland</li>
<li>Be curious and reliable</li>
<li>Exposure to spreadsheet data pipelines.</li>
</ul>
<p>The wow factor (not required but the stuff we love to see!)</p>
<ul class=""liste"">
<li>Experience with Fintech companies</li>
<li>Have an understanding how insurance works</li>
<li>Experience with data visualisation tools, especially AWS QuickInsights, is a plus</li>
</ul>
",data-engineer,4,4,5,9,rec766u42EkrqOJb6,recAtcVMDz425qUT3,,,80000,85000,MA Cantab (Mathematics),Rejected by CP,rec766u42EkrqOJb6,"data-analysis,data-science,insurance",,,,,rec766u42EkrqOJb6,en,recAtcVMDz425qUT3,en
recI8ZjHBtBdkYS21,,,30000,42000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,rec7Bi29zeh1NNTDp,recI8ZjHBtBdkYS21,,,35000,,,Sent to Client,rec7Bi29zeh1NNTDp,sales,,,recI8ZjHBtBdkYS21,europe/germany/berlin,rec7Bi29zeh1NNTDp,"de,zh",recI8ZjHBtBdkYS21,"de,en"
recUMYC6no6ATWX6U,2023-05-01,2023-07-31,48000,68000,"<p>It is an advantage if you have experience with outbound and inbound sales activities and contacting potential customers via different channels<br>
You are convincing, strongly self-motivated and think entrepreneurially<br>
Self-confidence, communication, a high level of commitment and solution-oriented thinking are also among your strengths<br>
You can communicate fluently in written and spoken German and English.<br>
Our new office is in Munich Westend, inkl. Kicker, big terrace ​and ​bbq and loooots of space.</p>
",sales-development-representative,0,0,2,5,rec7CSaSOpwtcPcWg,recUMYC6no6ATWX6U,,,72000,,,Sent to Client,rec7CSaSOpwtcPcWg,"key-account-mangement,lead-generation,organizational-development,sales",,,recUMYC6no6ATWX6U,europe/germany,rec7CSaSOpwtcPcWg,"de,en",recUMYC6no6ATWX6U,"de,en,fr,it,pl"
rec6N2U5wJf7t3ySH,2023-04-03,,40000,70000,"<p>-Previous experience in <strong>a start-up (2-3 years)</strong> with a <strong>tech</strong> position with <strong>responsabilities</strong><br>
-Have an entrepreneur / startup mindset (likes taking risks)<br>
**-**Stayed at his previous positions for <strong>at least one year</strong><br>
-Experience with <strong>agronomic and technical issues</strong> (Vertical Farming)<br>
-Worked in greenhouse hydroponics.<br>
-All types of technology are accepted<br>
-Very good technical level based on hardware and software development experience in various technological environments<br>
-Knowledge of UX</p>
<p>Information for recruiters !</p>
<p>-Ideally, you should find a candidate who lives within 50 km of Cartagena!<br>
-If this is too complicated, find a candidate who is able to travel there often.<br>
-And if that's not possible, find a candidate who can travel there a few days a month.</p>
",cto,,,1,5,rec7dyYHSL2d7e6IO,rec6N2U5wJf7t3ySH,2023-03-31,2023-03-31,70000,100000,DIRECTION of INFORMATION TECHNOLOGIES. ,Rejected by client,rec7dyYHSL2d7e6IO,".net,ignite-ux,java,oracle,sap,sql-plus,vmware",rec7dyYHSL2d7e6IO,"europe,worldwide",rec6N2U5wJf7t3ySH,europe/spain,rec7dyYHSL2d7e6IO,"es,fr,it,pt",rec6N2U5wJf7t3ySH,"es,fr"
recsld3DKqBhnW6rg,2023-04-03,2023-08-10,85000,90000,"<p>WHAT YOU'LL NEED<br>
 2+ years experience in management consulting or data science<br>
 Excellent analytical skills and ability to leverage data, metrics, analytics to generate insights creative ideas.<br>
Quantitative thinking and strong problem-solving skills<br>
Excellent communication skills and full fluency in English and Arabic<br>
Arabic proficiency is a plus (not mandatory)<br>
Collaborative mindsetset</p>
",head-data-operations,,,1,2,rec7eVftKDyqe2EIZ,recsld3DKqBhnW6rg,,,6000,7000,Commerce,Rejected by CP,rec7eVftKDyqe2EIZ,"data-analysis,data-science,machine-learning",rec7eVftKDyqe2EIZ,middle-east,recsld3DKqBhnW6rg,asia/united-arab-emirates/dubai,rec7eVftKDyqe2EIZ,"ar,en",recsld3DKqBhnW6rg,"ar,en"
recdN16e9aiTj0z3a,,,30000,42000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,rec7j0nOC3naQbnrD,recdN16e9aiTj0z3a,,,32000,,,Sent to Client,rec7j0nOC3naQbnrD,"microsoft-excel,purchase-management,purchasing,sales,sales-operations,sales-process,strategy,vendor-contracts,vendor-management,vendor-relationship-management,vendors",,,recdN16e9aiTj0z3a,europe/spain/madrid,rec7j0nOC3naQbnrD,"ar,en,es,pt",recdN16e9aiTj0z3a,"en,es"
recObvBwoSTSuFEll,,,37000,50000,"<ul class=""liste"">
<li>2-3 ans ou + d’expérience en tant qu’ingénieur conseil</li>
<li>Avoir fait de l’audit</li>
<li>Expérience dans la CVC  (Chauffage, ventilation et climatisation) ou thermique du bâtiment</li>
<li>Volonté de travailler dans une jeune entreprise en forte croissance</li>
<li>Très bon relationnel, parfaitement à l’aise dans son expression écrite et orale</li>
<li>Réel intérêt pour le monde de l’énergie et volonté d’accélérer la transition énergétique des entreprises et des collectivités</li>
</ul>
",others,,,3,5,rec7Km0jBBl1KdxsN,recObvBwoSTSuFEll,2023-03-31,2023-04-30,47000,,(BAC +6) en management de projet de construction durable ,Rejected by client,rec7Km0jBBl1KdxsN,"excel-dashboards,sage",rec7Km0jBBl1KdxsN,europe,recObvBwoSTSuFEll,europe/france/paris,rec7Km0jBBl1KdxsN,"en,fr",recObvBwoSTSuFEll,fr
recBNbiMFDkK5SgOv,2023-04-11,,40000,40000,"<ul class=""liste"">
<li>Have experience in a foodtech environment</li>
<li>Have excellent sales, communication and negotiation skills</li>
<li>Already have experience as an SDR or Business Developer (If possible in a foodtech environment)</li>
<li>Speak English and Mandarin (even better if the candidate speaks French too!)</li>
<li>(Bonus points) Proficient in the Hubspot CRM software</li>
</ul>
",sales-manager,1,1,1,5,rec7pNzskjbOedBt2,recBNbiMFDkK5SgOv,,,42000,46000,,Rejected by CP,rec7pNzskjbOedBt2,.com,rec7pNzskjbOedBt2,europe/france,recBNbiMFDkK5SgOv,europe/france/paris,rec7pNzskjbOedBt2,zh,recBNbiMFDkK5SgOv,zh
rec2jbStt0bBp170k,2023-04-01,2023-06-01,35000,40000,"<p>-3+ years of experience as a Graphic Designer in either an in-house, agency or freelance setting<br>
-Ideally a BA or higher in Graphic Design and/or Visual Communication<br>
-English and French</p>
",graphic-designer,2,2,3,5,rec7QVOoePgWt85Nt,rec2jbStt0bBp170k,,,,,,Rejected by CP,rec7QVOoePgWt85Nt,html,rec7QVOoePgWt85Nt,europe/france,,,rec7QVOoePgWt85Nt,fr,rec2jbStt0bBp170k,"en,fr"
recu8QJacyAODTIeX,,,,,"<p>●     You have 5+ years of experience in B2B sales management, preferably in the agri-food sector and / or in SaaS ;<br>
 <br>
●     You are a great communicator and story-teller with any of your prospects’ representatives from C-level to operational staff ;<br>
 <br>
●     You speak English and an additional language among German, Spanish, Italian and Portuguese with full professional proficiency ;<br>
 <br>
●     Bonus 1 : you bring your own portfolio of leads to the table</p>
",sales-manager,,,,,rec7S4B015k4BjoVd,recu8QJacyAODTIeX,2023-04-03,,55000,,Political Science,Mission closed by client,rec7S4B015k4BjoVd,"2d-graphics,account-management,business-development,business-relationship-building,c-level-sales,campaigns,cold-calling,communication,consultative-selling,emea,entrepreneurship,internal-communications,international-business,international-sales,lead-generation,market-research,microsoft-office,negotiation,networking,new-business-development,new-business-generation,new-business-opportunities,online-advertising,online-marketing,opportunity-qualification,pipeline-generation,planning,presentation-skills,presentations,product-knowledge,relationship-building,sales,sales-cycle-management,sales-process,solution-selling,strategy,teamwork,time-management,training,value-propositions",rec7S4B015k4BjoVd,"europe/bulgaria,europe/sweden",recu8QJacyAODTIeX,europe/united-kingdom,rec7S4B015k4BjoVd,en,,
