,missionCandidate,missionId,status,Time_matching_score,Salary_matching_score,Hardskill_Matching_Score,Degree_Subjects_Matching_Score,Position_Matching_Score,Location_Matching_Score,Language_Matching_Score,Reason
138,recbXBI0loVwhghIE,recwMSrftJ7BbX5mZ,Rejected by CP,,-79.168,0.75,0.5,0.9,0.0,1.0,"The candidate has 3 out of 4 hardskills required by the job, and the degree subject is related to the job. The candidate has all the language required by the job, but the location is not matched."
139,recC0mu4j6wRAn5Wl,recTOLFUh69KqHf4t,Rejected by CP,,,0.8,0.6,0.9,1.0,1.0,Candidate has energy and sales-cycle-management hardskills which are related to the job requirements. Candidate has degree subjects which cover some of the job requirements. Candidate has the ability to do the job position. Candidate can go to the job location. Candidate can speak the language required by the job.
140,recC0NkvbXw2PKWHG,rec6N2U5wJf7t3ySH,Waiting list,-0.24,-3.0,0.8,0.5,0.7,0.0,1.0,"The candidate has experience in embedded-c++, javascript-libraries, and python, which are related to the job requirements. The candidate has a degree in Management Computing, which covers some of the job requirements. The candidate has the hardskills and degree subjects to cover the job position. The candidate's location is not within 50 km of Cartagena, so the location score is 0. The candidate can speak both Spanish and Portuguese, which are the required languages for the job, so the language score is 1."
141,recc1enPy7qd3ntkx,recAtcVMDz425qUT3,Rejected by client,,-7.4915,0.8,0.5,0.7,0.0,1.0,The candidate has experience in data science which is related to the job requirement. The candidate has a BSc in Computer Science which covers some of the job requirement. The candidate is capable of the job position as he has the required hardskills and degree subjects. The candidate's location does not match the job location. The candidate can speak the required language for the job.
142,recC1FGhA3dWbGMSb,recZzXqsiS77tAAcS,Candidate not interested,,,0.8,0.5,0.7,1.0,1.0,"The candidate has 3 out of 4 hardskills required by the job, and the degree subject MBA covers some of the skills required by the job. The candidate can work in the job location and can speak the language required by the job."
143,recc5NFaAhMaR3sN6,recMh3kDSANBvdJbu,Rejected by CP,,,0.8,0.6,0.9,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, 6 out of 11 degree subjects required for the job, 9 out of 10 hardskills and degree subjects required for the job, 0 out of 1 location required for the job, and 1 out of 2 languages required for the job."
144,recC9LdQvmKVTdQ2Q,recZzXqsiS77tAAcS,Rejected by client,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 3 out of 4 hardskills required by the job, and the degree subject is related to the job position. The candidate can work in the job location and can speak the language required by the job."
145,reccbwERPyJV1KFyL,recdN16e9aiTj0z3a,Rejected by client,,-0.2,0.8,0.6,0.9,0.0,1.0,"The candidate has driving license, sales, sales growth, sales presentations, and salesforce.com hardskills which are related to the job requirements. The candidate has a degree in Business Administration which covers some of the job requirements. The candidate has the hardskills and degree subjects which are related to the job position. The candidate's location is not matched with the job location. The candidate's language is matched with the job language."
146,recCewiixOZ1I28tL,rec6N2U5wJf7t3ySH,Interview Process,-0.41,-3.0,0.8,0.6,0.7,0.0,0.0,"The candidate has .net, asp.net-web-api and spanish hardskills which are related to the job requirements. The candidate has a Master's Degree in Computer Engineering which covers some of the job requirements. The candidate's hardskills and degree subjects are related to the job position. The candidate's location is not within 50 km of Cartagena, so the location score is 0. The candidate can only speak English, which is not one of the required languages for the job, so the language score is 0."
147,reccfAfeoDDkLmACm,rec11F8d7djUmcYvT,Sent to Client,,-0.0,0.8,0.6,0.7,0.0,1.0,"The candidate has a hardskill in sales which is related to the job position, and the candidate can speak both English and local language which is required by the job. However, the candidate's degree subjects are not related to the job requirements, and the candidate's location is not the same as the job location."
148,recCfuV7rRpagEOyP,recAtcVMDz425qUT3,Candidate not interested,,-1.5,0.8,0.9,0.9,0.0,1.0,"The candidate has 5 out of 7 hardskills required for the job, and the degree subject covers all the skills required for the job. The candidate can speak all the languages required for the job, but the location does not match with the job location."
149,,recwe9VS4h7Qfkzjd,Mission closed by client,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subjects match 60% of the job requirements. The candidate has all the required language skills and is located in the same city as the job position."
150,recChmJF3XdhP1gGO,recwMSrftJ7BbX5mZ,Sent to Client,,,0.8,0.5,0.7,0.0,1.0,"The candidate has 3 out of 4 hardskills required for the job, and the degree subject is related to the job requirement. The candidate can speak all the languages required for the job, but the location does not match."
151,recci7RcakpFc4A7Q,recwMSrftJ7BbX5mZ,Sent to Client,,,0.75,0.5,0.8,0.0,1.0,"The candidate has 3 out of 4 hardskills required by the job, and the degree subject is related to the job requirement. The candidate can speak both the languages required by the job, but the location does not match."
152,recciTuZKZkHhhtoR,rec25eM1zf8i9g7V4,Rejected by CP,,,0.8,0.9,0.7,1.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subjects cover all the job requirements. The candidate has 7 out of 10 hardskills and degree subjects required for the job position. The candidate can work in the job location and can speak all the languages required for the job."
153,reccM3TacQIokVIoH,recGxlU3W94snVhuH,Rejected by CP,,-0.5,0.8,0.6,0.7,1.0,0.0,"The candidate has Microsoft Excel, MS PowerPoint and Outlook hardskills which are related to the job requirements. The candidate has a BA in Business/ Managerial Financial degree which covers some of the job requirements. The candidate's location is the same as the job location. The candidate does not have the required language for the job."
154,reccNROcAsXZqUi0d,recA3Ye1PMACJlO1Z,Rejected by CP,-0.28,-6.5,0.8,0.9,0.7,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers most of the job requirement. The candidate has 7 out of 10 hardskills required for the job position, but the location does not match with the job location. The candidate has all the language required for the job."
155,,recwMSrftJ7BbX5mZ,Rejected by CP,,,0.8,0.6,0.7,0.0,1.0,"The candidate has experience in Java, C#, C++, Python and Node.js, which are all required for the job. The candidate's degree subject is Engineering in Information Technology, which covers some of the skills required for the job. The candidate's hard skills are related to the job position, but not all of them. The candidate's location does not match the job location. The candidate's language matches the job language."
156,reccRIgzqtwgentEk,recA3Ye1PMACJlO1Z,Rejected by CP,,,0.8,0.6,0.9,0.0,1.0,"The candidate has 5 out of 6 hardskills required for the job, and the degree subject covers most of the skills required. The candidate has all the language requirements for the job, but the location does not match."
157,recCRvANVdqGXksk0,rec2Xnb1aA6Evh8id,Rejected by client,,-0.5,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required by the job, and the degree subjects cover most of the job requirements. The candidate can work remotely and speak all the languages required by the job."
158,reccw4WGRUlx9CqDD,recXUiPBv1AYRBeEF,Rejected by client,-0.14,,0.8,0.6,0.7,1.0,1.0,The candidate has Linux and Visual C++ hardskills which are related to the job requirements. The candidate's degree subject Computing covers some of the job requirements. The candidate's hardskills and degree subject are capable of the job position. The candidate's location is the same as the job location. The candidate's language is the same as the job language.
159,recCxRkBUJM3AB6DC,recGxlU3W94snVhuH,Rejected by CP,,,0.8,0.5,0.7,0.0,0.0,"The candidate has hardskills in Bloomberg, Microsoft Excel and PowerPoint which are related to the job requirements. The candidate has a degree in Finance which covers some of the job requirements. The candidate has the potential to do the job position. However, the candidate's location does not match the job location and the candidate does not speak the required language for the job."
160,recD06sAa1UAhBbtG,rec5J1KpQYUAeo0rW,Rejected by CP,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 3 out of 4 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate can work in the job location and speaks all the languages required for the job."
161,recD0SkHsj6eEzyQf,recA3Ye1PMACJlO1Z,Mission closed by client,,,0.8,0.6,0.9,0.0,0.0,"The candidate has experience in Node.js, GraphQl, AWS, Express JS, PostgreSQL, and Hasura, which matches 80% of the job requirements. The candidate has a degree in Computer Science, which covers 60% of the job requirements. The candidate has the necessary hard skills and degree subjects to fulfill the job position, which is 90%. The candidate is not located in any of the job locations, so the location matching score is 0. The candidate does not speak any of the job languages, so the language matching score is 0."
162,,recKRL2QH6xEYq7sa,Rejected by CP,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 5+ years of experience in B2B sales management, which is related to the job requirement. The candidate has a degree in business management, which covers the skills required in the job position. The candidate can go to the job location and speak all the languages required in the job."
163,recd29G0V8MGJtcz9,rec25eM1zf8i9g7V4,Rejected by CP,,,0.8,0.5,0.7,0.0,1.0,"The candidate has a hardskill related to the job requirement, and the candidate can speak all the languages required by the job. However, the candidate's degree subject does not cover all the job requirement, and the candidate's location does not match the job location."
164,recd4IASfmpQLrJ42,recXUiPBv1AYRBeEF,Rejected by CP,,,0.8,0.5,0.7,1.0,1.0,"The candidate has a strong C++ background and 5 years of experience, which is highly related to the job requirements. The candidate has prior Python development experience which is a plus. The candidate can go to the job location and can speak the required language."
165,recd7JirL618ifned,rec5Vy4oVduUs4WKq,Rejected by CP,,,0.8,0.6,0.9,1.0,1.0,"The candidate has a Bachelor or Master in business, and has knowledge of Entrepreneur. The candidate has a driving license and is willing to travel. The candidate has experience in consumer electronics or physical product sales. The candidate has hardskills in Microsoft Office. The candidate has a degree in Foreign Trade Manager. The candidate can go to Europe. The candidate can speak German, English and Hungarian, which are all the required languages for the job."
166,recd7ty6K8x9jqUOh,recAtcVMDz425qUT3,Rejected by client,,-1.0,0.8,0.6,0.9,0.0,1.0,"The candidate has 5 years of experience in data engineering and proven experience with Python, which matches the job requirements. The candidate has a BSc in Computer Science, which covers most of the job requirements. The candidate has experience with data visualisation tools, which is a plus. The candidate can speak English, which is the required language of the job. However, the candidate is not located in England, Wales or Scotland, which is a requirement of the job."
167,recDAH1oJvkJew4za,recavhovBsS2p3eZO,Sent to Client,,,0.8,0.6,0.9,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subjects Economics and Accounting cover some of the job requirements. The candidate has all the language requirements for the job, but the location does not match."
168,recDBiO0z2FQKDN5f,reciyBfDq6P4e5jEN,Waiting list,,,0.8,0.5,0.7,1.0,0.0,"Candidate hardskills are related to the job requirements, degree subjects partially cover the job requirements, candidate is capable of the job position, candidate can go to the job location, candidate cannot speak the required language."
169,recDClOhKmi6QGKkH,recA3Ye1PMACJlO1Z,Mission closed by client,,-6.4707,0.8,0.6,0.9,0.0,1.0,"The candidate has 6 out of 7 hardskills required for the job, and the degree subjects cover most of the skills required. The candidate has all the language requirements for the job, but the location does not match."
170,recDCqvAGCaEI7bY2,recOO9bDKaXhlAHdo,Sent to Client,,-0.4,0.8,0.5,0.7,0.0,1.0,"The candidate has a hardskill in sales which is related to the job position, and the candidate can speak all the languages required in the job. However, the candidate's degree subjects are not related to the job requirements, and the candidate's location is not the same as the job location."
171,,recONKansnIbXY6ij,Rejected by client,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subjects are related to the job position. The candidate can work in the job location and can speak all the languages required for the job."
172,recDd1U2aVUSI5heZ,reclHFyhFZjXOSbEp,Rejected by CP,,-5.994,0.8,0.5,0.7,0.0,0.0,"The candidate has experience in React Native, which is related to the job requirement. The candidate's degree subjects are not related to the job requirement. The candidate has experience in React Native, which is related to the job position. The candidate's location does not match the job location. The candidate's language does not match the job language."
173,recDda1GZ09imatv1,recwMSrftJ7BbX5mZ,Sent to Client,,-0.332,0.8,0.5,0.7,0.0,1.0,"The candidate has hardskills automation, test-automation, test-automation-framework which are related to the job requirements. The candidate has degree subjects nan which are partially related to the job requirements. The candidate has hardskills and degree subjects which are partially related to the job position. The candidate's location nan is not matched with the job location asia/india. The candidate's language en is matched with the job language en,hi."
174,recDEC0hE4dvm5CmN,recMh3kDSANBvdJbu,Sent to Client,,-0.832,0.8,0.5,0.7,0.0,1.0,"The candidate has hardskills java, manual-testing, mysql, selenium, test-automation which are related to the job requirements. The degree subject nan is not related to the job requirements. The candidate has hardskills java, manual-testing, mysql, selenium, test-automation which are related to the job position. The candidate's location nan is not matched with the job location asia/india. The candidate's language en is matched with the job language en,hi."
175,,recXsP0cgPHypy429,Mission closed by client,,,0.8,0.6,0.9,1.0,0.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subjects match 60% of the job requirements. The candidate has 90% of the skills required for the job position. The candidate can go to the job location. The candidate does not speak the language required for the job."
176,recdIKHvFMHxgTUBN,reclHFyhFZjXOSbEp,Rejected by CP,,-0.0,0.8,0.5,0.7,1.0,0.0,"The candidate has hardskills of javascript, node.js, react-native which are related to the job requirements. The degree subjects of the candidate are not related to the job requirements. The candidate has the hardskills and degree subjects which are related to the job position. The candidate can work remotely or in France which is the job location. The candidate can only speak ar and en, which is not the same as the job language requirement of en and fr."
177,recdOHGw79Cgc0TYD,rec2jbStt0bBp170k,Rejected by CP,,,0.8,0.6,0.9,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subjects match 60% of the job requirements. The candidate has all the language requirements for the job, and the hardskills and degree subjects match 90% of the job position. However, the candidate's location does not match the job location."
178,recdoJTXF75mkK754,reciyBfDq6P4e5jEN,Screened by CP,,,0.8,0.5,0.7,1.0,0.0,"The candidate has hardskills crypto and dao which are related to the job position community-manager. The candidate's degree subject BSC -electrical engineering and information technology covers some of the skills required in the job position. The candidate's location is europe/france/paris which is the same as the job location. The candidate's language ar,de,en does not match the job language nan."
179,recDqwB92eOGFOKWP,recIa8aDuWkKPM8rx,Rejected by CP,,-0.0,0.8,0.6,0.9,1.0,0.0,"The candidate has hardskills in saas, sales and software-industry which are related to the job requirements. The degree subject of the candidate is Commerce which covers some of the job requirements. The candidate has experience in business-development which is related to the job position. The candidate can go to europe/france which is the job location. The candidate can only speak ar and en which is not matched with the job language en,fr."
180,recdTLNpJBZEaZ5aJ,recAtcVMDz425qUT3,Sent to Client,,-0.0,0.8,0.6,0.9,0.0,1.0,"The candidate has 8 out of 9 hardskills required, and the degree subject covers most of the skills. The candidate can speak the required language, but the location does not match."
181,recE0xRl8iWjRtQWZ,recCxmuaRimDj5fJh,Rejected by CP,,,0.8,0.5,0.7,1.0,1.0,The candidate has angularjs hardskill which is related to the job requirement. The degree subjects of the candidate is not related to the job requirement. The candidate has angularjs hardskill which is related to the job position. The candidate can go to the job location. The candidate can speak the language required by the job.
182,rece6JYyEAQmlQjZv,recwMSrftJ7BbX5mZ,Rejected by CP,,-29.168,0.8,0.6,0.7,0.0,1.0,"The candidate has hardskills related to the job requirements, such as SQL and web development. The candidate's degree subject is B.Tech, which covers some of the job requirements. The candidate's hardskills and degree subject match the job position. The candidate's location does not match the job location. The candidate's language matches the job language."
183,recE6MjFfcuQtkvYp,recMh3kDSANBvdJbu,Rejected by CP,,,0.8,0.5,0.7,0.0,1.0,"The candidate has 4 out of 8 hardskills required for the job, and the degree subject is related to the job requirement. The candidate has 3 out of 4 language required for the job, but the location is not matched."
184,receaHhyFMDNDcs6y,recMh3kDSANBvdJbu,Rejected by CP,,,0.8,0.5,0.7,0.0,1.0,"The candidate has hardskills java, jira, manual-testing, mysql, selenium, test-management which are related to the job requirements. The degree subject is not related to the job requirements. The candidate has experience in software development and software quality assurance which are related to the job position. The candidate's location is not matched with the job location. The candidate can speak both English and Hindi which are required for the job."
185,recEDc7v7VhdNWzPf,recA3Ye1PMACJlO1Z,Candidate not interested,-0.35,-2.0,0.8,0.5,0.7,0.0,1.0,"The candidate has experience in Node.js which is one of the required skills for the job. The candidate's degree subject is Electronic and microelectronic devices which covers some of the skills required for the job. The candidate's experience is 7 years which is more than the required experience for the job. The candidate can speak the required language for the job. However, the candidate's location does not match with the job location."
186,recehKJqSVRL1FJ8o,recwMSrftJ7BbX5mZ,Rejected by CP,,-0.032,0.8,0.5,0.7,0.0,1.0,"The candidate has two hardskills which are related to the job requirements, and the candidate can speak all the languages required by the job. However, the candidate's degree subjects are not related to the job requirements, and the candidate's location is not the same as the job location."
187,receKsxX3wISNlJ49,recGrGIFWaByaa5dg,Mission closed by client,,-2.82,0.8,0.6,0.9,1.0,1.0,"The candidate has 4 out of 5 hardskills required for the job, and the degree subject covers some of the skills required for the job. The candidate is capable of the job position and can work in the job location. The candidate can speak both Arabic and English which are required for the job."
188,receNl0O8v0QFE2Uw,recA3Ye1PMACJlO1Z,Rejected by CP,-0.26,-6.488,0.8,0.6,0.9,0.0,1.0,"Candidate has 5 out of 6 hardskills required, degree subjects covers some of the skills, candidate is capable of the job position, candidate's location does not match with the job location, candidate can speak all the languages required."
189,recEnxZmlx2F8JKey,recu8QJacyAODTIeX,Candidate not interested,,,0.8,0.2,0.7,1.0,1.0,"The candidate has 5+ years of experience in B2B sales management, has analytical-skills, CRM, KPI reports, Microsoft Office, networking, performance metrics and territory management hardskills, has a degree in Marine Biology, can go to Europe/United Kingdom/England and can speak English and an additional language among German, Spanish, Italian and Portuguese with full professional proficiency."
190,,recXsP0cgPHypy429,Rejected by client,,,0.8,0.6,0.9,1.0,0.0,"Candidate has hardskills related to the job requirements, degree subjects cover some of the job requirements, candidate is capable of the job position, candidate can go to the job location, but candidate cannot speak the required language."
191,recePXjs3MJQF825H,rec25eM1zf8i9g7V4,Sent to Client,,,0.5,0.8,0.7,0.0,1.0,"The candidate has a Bachelor of Engineering degree in computer science or IT, which covers most of the job requirements. The candidate has experience in Selenium, which is related to the job position. The candidate can speak both English and Hindi, which are the required languages for the job. However, the candidate's location does not match with the job location."
192,reces7VtPj1MuEQR6,recA3Ye1PMACJlO1Z,Rejected by CP,,,0.8,0.9,0.7,0.0,1.0,"The candidate has experience in Node.js, GraphQl, AWS, Express JS, PostgreSQL, and Hasura, which matches 80% of the job requirements. The candidate has a degree in Computer Science, which covers 90% of the job requirements. The candidate has experience in a tech start-up or large company and has stayed in a company for at least 2 years, which matches 70% of the job requirements. The candidate can only go to nan, which does not match the job locations. The candidate can speak English, which matches the job language requirement."
193,recetd1coQumLMFxt,recwMSrftJ7BbX5mZ,Sent to Client,,,0.5,0.75,0.75,1.0,1.0,The candidate has Python hardskill which is related to the job requirement. The degree subject of the candidate covers some of the job requirement. The candidate has the ability to work in the job location and can speak the required language.
194,receucCgD2pnvcNLt,recObvBwoSTSuFEll,Rejected by CP,,-1.0,0.8,0.6,0.7,1.0,1.0,"The candidate has engineering, nosql, nuclear, panorama, project-engineering, project-management, python hardskills which are related to the job requirements. The candidate has Master 2 Sciences de l’ingénieur spécialité nucléaire et CND degree subjects which are related to the job requirements. The candidate has the ability to work in the job position. The candidate can go to the job location. The candidate can speak all the languages required in the job."
195,recEuGq1iMaRx67HW,recXUiPBv1AYRBeEF,Mission closed by client,,,0.8,0.6,0.9,1.0,1.0,"Candidate has 5 out of 7 hardskills required, degree subjects covers most of the job requirement, candidate can go to the job location, and candidate can speak the required language."
196,receYq5oaBWWqJmzw,recGrGIFWaByaa5dg,Mission closed by client,,-0.0,0.8,0.5,0.7,1.0,1.0,"The candidate has 4 out of 5 hardskills required for the job, and the degree subjects are related to the job. The candidate is capable of the job position and can work in the job location. The candidate can speak all the languages required for the job."
197,receYvMqbr602oHdy,rec1fLbPRArMKBz4D,Sent to Client,,-0.3,0.8,0.5,0.7,0.0,1.0,"The candidate has 4 out of 5 hardskills required for the job, which is 80% matched. The degree subjects of the candidate is not related to the job requirement, so the score is 0.5. The candidate has 3 out of 5 hardskills and degree subjects required for the job, which is 70% matched. The candidate's location is not matched with the job location, so the score is 0. The candidate's language is matched with the job language, so the score is 1."
198,recEzcbw3NuXqOZXh,recu8QJacyAODTIeX,Rejected by client,,,0.8,0.5,0.7,1.0,1.0,"The candidate has 3 out of 4 hardskills required, and the degree subject is related to the job position. The candidate can work in the job location and speaks the required language."
199,recF6gSMeO5uVeypq,recdN16e9aiTj0z3a,Rejected by CP,,-1.0,0.8,0.5,0.7,0.0,1.0,"Candidate has sales hardskill which is related to the job position, but the degree subject is not related to the job requirement. Candidate's location is not matched with the job location, but the candidate can speak all the languages required by the job."
200,,rec9B1Iwayh8YU3pc,Waiting list,,,0.8,0.6,0.9,1.0,1.0,"Candidate has hardskills related to the job requirements, degree subjects covers some of the job requirements, candidate is capable of the job position, candidate can go to the job location, and candidate can speak all the required languages."
201,recFDRNQYMDXicVQB,rec6N2U5wJf7t3ySH,Rejected by client,-0.12,-0.5,0.8,0.5,0.7,0.0,1.0,"The candidate has two hardskills which are related to the job requirements, buckling and hydroponics. The degree subject Conseiller Agricole Privé covers some of the job requirements. The candidate has the ability to do the job position CTO. The candidate's location is not matched with the job location, but the job requirements says work remotely. The candidate can speak all the languages required by the job."
202,recfl1yTTA7ypa0sb,recwMSrftJ7BbX5mZ,Sent to Client,,,0.8,0.6,0.7,0.0,1.0,Candidate has hardskills in MySQL and Python which are related to the job requirement. Candidate has degree in Computer Science which covers some of the job requirement. Candidate is capable of the job position as he has the related hardskills and degree. Candidate's location does not match with the job location. Candidate can speak both English and Hindi which are the required languages of the job.
203,recfOoMQepIela1jU,recIa8aDuWkKPM8rx,Rejected by CP,,-0.2,0.8,0.6,0.9,1.0,0.0,"The candidate has two hardskills which are related to the job requirements, project-planning and sales-management. The degree subject Chef de projet digital covers some of the job requirements. The candidate has the same location as the job. However, the candidate only speaks two languages, en and fa, which are not the same as the job requirement, en and fr."
204,recfriFBwt2QF1CGS,recI8ZjHBtBdkYS21,Rejected by CP,,,0.5,0.2,0.7,0.0,0.0,"The candidate has hardskills related to the job requirements, but the degree subjects are not related to the job requirements. The candidate's hardskills and degree subjects are related to the job position, so the position matching score is 0.7. The candidate's location is not matched with the job location, so the location matching score is 0. The candidate's language is not matched with the job language, so the language matching score is 0."
205,,recA3Ye1PMACJlO1Z,Mission closed by client,-0.35,-1.5,0.8,0.6,0.9,0.0,1.0,"The candidate has experience in Node.js, GraphQl, AWS, Express JS, PostgreSQL, and Hasura, which are all required for the job. The candidate's degree subject covers most of the skills required for the job. The candidate can speak both English and Romanian, which are the required languages for the job. However, the candidate's location does not match with the job location."
206,,rec9B1Iwayh8YU3pc,Sourced,,,0.8,0.6,0.9,1.0,1.0,"The candidate has hardskills related to the job requirements, and the degree subject covers most of the job requirements. The candidate can work in the job location and can speak all the required languages."
207,recfvZ0npYjDcQKxQ,recMh3kDSANBvdJbu,Sent to Client,,,0.8,0.5,0.7,0.0,1.0,"The candidate has 4 out of the 8 hardskills required for the job, and the degree subject is related to the job. The candidate can speak both the languages required for the job, but the location does not match."
208,recFw9sSTV1myXUpC,recUwquxTAuaSpYwc,Rejected by client,,,0.8,0.5,0.7,0.0,1.0,"The candidate has a hardskill in Salesforce.com which is related to the job position. The candidate has a Master's degree in Applied Foreign Languages which covers some of the skills required in the job position. The candidate's hardskills and degree subjects are related to the job position, so the position matching score is 0.7. The candidate's location is not matched with the job location, so the location matching score is 0. The candidate's language is matched with the job language, so the language matching score is 1."
209,recFxkMov2TU9imC6,recGrGIFWaByaa5dg,Screened by CP,,-3.84,0.8,0.6,0.9,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate has all the language requirements for the job, but the location does not match."
210,,recONKansnIbXY6ij,Signed,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subjects are related to the job position. The candidate can work in the job location and can speak all the languages required for the job."
211,recfZWWMOePhl5Fmn,recCxmuaRimDj5fJh,Mission closed by client,,-0.5,0.75,0.5,0.9,1.0,1.0,"The candidate has 3 out of 4 hardskills required for the job, and the degree subjects covers some of the skills required for the job. The candidate is capable of the job position and the location and language are matched with the job."
212,recG0uM4HsAKKhprQ,rec25eM1zf8i9g7V4,Rejected by client,,-0.752,0.8,0.9,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers all the job requirements. The candidate has all the language skills required for the job and the location matches the job location."
213,recg3nxFG18YPF6I7,rec25eM1zf8i9g7V4,Rejected by CP,,-0.032,0.8,0.5,0.7,0.0,1.0,"The candidate has hardskills c-c++-stl,data-visualization,html,java,python,tbmcs which are related to the job requirements. The candidate has degree subjects nan which are partially related to the job requirements. The candidate has hardskills and degree subjects which are partially related to the job position. The candidate's location nan is not matched with the job location asia/india. The candidate's language en,hi is matched with the job language en,hi."
214,recG4yMObofBGZZWQ,recsld3DKqBhnW6rg,Mission closed by client,,-7.5,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers most of the job requirement. The candidate's location is the same as the job location, and the candidate can speak all the languages required for the job."
215,recg7U8rLapUyA0wU,reciyBfDq6P4e5jEN,Waiting list,,,0.8,0.6,0.9,1.0,1.0,The candidate has crypto hardskill which is related to the job requirement. The degree subjects of the candidate covers some of the skills required in the job. The candidate is capable of the job position. The candidate can go to the job location. The candidate can speak all the languages required in the job.
216,recg8uU4TtmtNks2w,recAczNwH7Yk3tM2z,Rejected by CP,,-0.5,0.8,0.6,0.9,1.0,1.0,"The candidate has a Bachelor or Master in business, knowledge of Entrepreneur, passion for BTOB Sales, fluency in English and local language, driving license, willing to travel, be able to attend necessary meetings, and experienced in consumer electronics products (mobile phones, headphones, etc.) or physical product sales. The candidate's hardskills is related to the skills required in requirementsDescription or position. The candidate's degree subjects is related to the skills required in requirementsDescription or position. The candidate's location is matched with the job location. The candidate's language is matched with the job language."
217,recgaI3QqweQmyvjX,rec7MvbTywFTvWryg,Rejected by CP,,-0.0,0.8,0.6,0.9,1.0,1.0,"The candidate has 5 out of 6 hardskills required by the job, and the degree subjects cover most of the job requirements. The candidate can work remotely or travel to the headquarters in Paris from time to time to meet the team. The candidate is native French. The candidate can speak all the languages required by the job."
218,recGajdA5TohishQp,rec7MvbTywFTvWryg,Already In Client Pipeline,,-1.0,0.5,0.8,0.7,0.0,1.0,"The candidate has 2 out of 4 hardskills required by the job, and the degree subject covers most of the skills required by the job. The candidate's location does not match the job location, but the candidate can speak both English and French which are required by the job."
219,recGASKI8kCnQKuX9,recnBWL7L2B5oicAV,Rejected by client 2nd round,,-1.2,0.8,0.5,0.7,0.0,1.0,"The candidate has hardskills related to the job requirements, such as business-development and energy. The degree subjects of the candidate is not related to the job requirements. The candidate has some experience in the job position. The candidate's location is not matched with the job location. The candidate's language is matched with the job language."
220,recgdeABdkleQlirE,recA3Ye1PMACJlO1Z,Candidate not interested,-0.4,-3.5,0.8,0.6,0.9,0.0,1.0,"The candidate has experience in AWS, GraphQL, Node.js, PostgreSQL which are all required for the job. The candidate has a MSc in Computer Science which covers most of the job requirements. The candidate has the skills and experience to do the job. However, the candidate is located in Europe/United Kingdom which is not in the job locations. The candidate can speak English which is the required language for the job."
221,,recMh3kDSANBvdJbu,Rejected by client,,,0.8,0.6,0.9,1.0,1.0,"The candidate has strong knowledge of software QA methodologies, tools and processes, experience in writing clear, concise and comprehensive test plans and reports, hands-on experience with both white box, and black box, performance, security and exploratory testing, familiarity with session-based testing, heuristics and oracles, hands-on experience with automated testing tools such as Cypress or Selenium, solid knowledge of SQL and/or other scripting tools, programming knowledge in JavaScript, Python, Golang or NetCore is desirable, proven work experience in software development, proven work experience in software quality assurance, experience working in an Agile/ framework such as Kanban and Scrum. The candidate has a degree in Engineering which covers most of the job requirements. The candidate can go to the job location. The candidate can speak all the required languages."
222,recGh1gP4785nQMlj,reco7sqp1LuUkyVRc,Screened by CP,,-0.8,0.8,0.5,0.7,1.0,1.0,The candidate has 8 hardskills which are related to the job requirements. The degree subject of the candidate is Energy which is related to the job requirements. The candidate has experience in Audit which is a plus for the job. The candidate can work in the job location. The candidate can speak both English and French which are the required languages for the job.
223,recGH2IWzpoQOOs77,recAtcVMDz425qUT3,Sent to Client,,-1.0,0.8,0.5,0.7,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject is related to the job. The candidate has 7 out of 10 hardskills and degree subject required for the job position. The candidate's location does not match the job location. The candidate's language matches the job language."
224,recgiIjIKuiQqeGbf,rec2jbStt0bBp170k,Mission closed by client,,,0.8,0.6,0.9,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers 60% of the job requirement. The candidate has all the language requirements for the job, but the location does not match."
