,airtableId,jobStart,jobEnd,salaryMin,salaryMax,requirementsDescription,position,sectorExpMin,sectorExpMax,positionExpMin,positionExpMax,airtableId.1,missionId,availableFrom,availableUntil,minSalaryExpect,maxSalaryExpect,degreeSubject,status,missionCandidate,MissionCandidateHardSkills,missionCandidate.1,MissionCandidateLocations,mission,MissionLocations,missionCandidate.2,MissionCandidateLanguages,mission.1,MissionLanguages,Time_matching_score,Salary_matching_score,General_matching_score
233,recdN16e9aiTj0z3a,,,30000.0,42000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,recgO058WntACwHNh,recdN16e9aiTj0z3a,,,,,"Bachelor of Engineering,Business Managerial Economics",Rejected by CP,recgO058WntACwHNh,"c-arm,cad-cam-software,catia,ecdl-certification,erp-implementations,excel-models,plm-tools,powerpoint,sharepoint,siemens-openlink,sql-loader",recgO058WntACwHNh,europe,recdN16e9aiTj0z3a,europe/spain/madrid,recgO058WntACwHNh,"en,es,fr,it",recdN16e9aiTj0z3a,"en,es",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required by the job, and the degree subjects cover most of the job requirements. The candidate is capable of the job position and can go to the job location. The candidate can speak all the languages required by the job.""
    }"
234,recKmfrKT4uTpCS2x,,,24000.0,24000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,recgO5ufQpyVbyAHQ,recKmfrKT4uTpCS2x,,,24000.0,27000.0,Local Government and Local Politics Studies,Waiting list,recgO5ufQpyVbyAHQ,"driving-license,sales,sales-management,sales-operations,sales-presentations,sales-process",,,recKmfrKT4uTpCS2x,europe/poland,recgO5ufQpyVbyAHQ,"en,pl",recKmfrKT4uTpCS2x,"en,pl",,-0.0,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has driving license, sales, sales-management, sales-operations, sales-presentations, sales-process hardskills which are related to the job requirements. The degree subject of the candidate is Local Government and Local Politics Studies which is not related to the job requirements. The candidate has 0.7 position matching score because the candidate has some related hardskills and degree subject. The candidate's location is not matched with the job location. The candidate's language is matched with the job language.""
    }"
235,rect4fduNiqcXC123,2023-04-11,,45000.0,46000.0,"<ul class=""liste"">
<li>A strong experience as an Outbound Sales (minimum 3 years) and a first experience as a manager.</li>
<li>Like to thrive in challenging environments and have a problem-solver approach.</li>
<li>Have an interest in the restaurant business.</li>
<li>Excellent oral and written communication skills.</li>
<li>Have a strong ability to structure and implement processes.</li>
<li>Fluent in Mandarin and English.</li>
<li>(Bonus but not mandatory): Knowledge of French and/or Flemish</li>
<li>(Bonus but not mandatory): Proficient in the Hubspot CRM software or another CRM software</li>
<li>(Bonus but not mandatory): Experience in the hospitality and/or restaurant industry</li>
</ul>
",sales-director,3.0,3.0,3.0,10.0,recGofDsxjJGQ5lqq,rect4fduNiqcXC123,2023-05-17,,45000.0,,European and Asian Business Development,Rejected by client,recGofDsxjJGQ5lqq,"business-development,food,restaurants,sales",recGofDsxjJGQ5lqq,europe/france,rect4fduNiqcXC123,europe/france/paris,recGofDsxjJGQ5lqq,"en,fr,zh",rect4fduNiqcXC123,zh,-0.36,-0.0,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.75,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 3 out of 4 hardskills required for the job, and the degree subject covers some of the skills required for the job. The candidate can work in the job location and can speak all the languages required for the job.""
    }"
236,recMh3kDSANBvdJbu,,,8320.0,12480.0,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1.0,2.0,recGOjpwiepBnosb6,recMh3kDSANBvdJbu,,,,,,Sent to Client,recGOjpwiepBnosb6,"jira,mysql,python",,,recMh3kDSANBvdJbu,asia/india,recGOjpwiepBnosb6,"en,hi",recMh3kDSANBvdJbu,"en,hi",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has hardskills in jira, mysql and python which are related to the job requirements. The degree subjects of the candidate are not related to the job requirements. The candidate has hardskills and degree subjects which are related to the job position. The candidate's location is not the same as the job location. The candidate can speak both English and Hindi which are the required languages of the job.""
    }"
237,recwMSrftJ7BbX5mZ,,,8320.0,12480.0,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1.0,2.0,recGOJr4MSJ5ERG4p,recwMSrftJ7BbX5mZ,2023-04-03,,10000.0,15000.0,BTech in Computer Science and Engineering,Rejected by CP,recGOJr4MSJ5ERG4p,"apache-spark,hadoop,mongodb,mysql,object-oriented-languages,python",,,recwMSrftJ7BbX5mZ,asia/india,recGOJr4MSJ5ERG4p,"en,hi",recwMSrftJ7BbX5mZ,"en,hi",,-0.168,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 5 out of 6 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate has all the language requirements for the job, but the location does not match.""
    }"
238,rec7MvbTywFTvWryg,,,45000.0,60000.0,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li>
<p>Min **2 years of experience **as a full stack developer or school exit (-<strong>Top engineering school – “Top 10”</strong>) -Info school (only Epita)</p>
</li>
<li>
<p>Proximity to Paris but not mandatory</p>
</li>
<li>
<p>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</p>
</li>
<li>
<p>The candidate must be native French (or professional level)</p>
</li>
<li>
<p><strong>Back :  Ruby, PostgreSQL, Heroku</strong></p>
</li>
<li>
<p><strong>Front : Typescript , React native, React</strong></p>
</li>
</ul>
",full-stack-developer,,,,,recGOk6Z6bbPsrZar,rec7MvbTywFTvWryg,,,45000.0,47000.0,Développeur d'applications web,Rejected by CP,recGOk6Z6bbPsrZar,"javascript,ruby-on-rails",recGOk6Z6bbPsrZar,europe/france,rec7MvbTywFTvWryg,europe/france/paris,recGOk6Z6bbPsrZar,en,rec7MvbTywFTvWryg,fr,,-0.0,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 0,
        ""Reason"": ""The candidate has hardskills of javascript and ruby-on-rails which are related to the job requirement of Ruby, PostgreSQL, Heroku, Typescript, React native, React. The degree subject of the candidate is Développeur d'applications web which covers some of the job requirement. The candidate can work remotely or travel to the headquarters in Paris from time to time to meet the team. The candidate's location is europe/france which contains the job location europe/france/paris. The candidate can only speak English which is not the required language of the job.""
    }"
239,recXsP0cgPHypy429,,,,,,sales,,,,,recgpV7YLorKEydZU,recXsP0cgPHypy429,,,48000.0,,,Rejected by client,,,,,,,recgpV7YLorKEydZU,"en,fr,zh",,,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 0,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subjects match 60% of the job requirements. The candidate has 90% of the skills required for the job position. The candidate can go to the job location. The candidate does not have the language required for the job.""
    }"
240,recAtcVMDz425qUT3,2023-05-15,,75000.0,85000.0,"<p>They are looking for the person behind the data science. the candidate must be curious, collegial, hard-working individual with the vision to change the world. Critical questioning of key decisions and motivation to create efficient processes for clients and our company is crucial. He is humble, know when to ask for help, and enjoy learning alongside your colleagues. He take ownership and deliver results. This will makes a candidate the perfect Diesta team member!</p>
<p>Skills &amp; Experience needed:</p>
<ul class=""liste"">
<li>At least 5 years of experience in data engineering or related field</li>
<li>BSc in Computer Science or similar</li>
<li>Proven experience with Python</li>
<li>Strong understanding of data warehousing, ETL processes, and data modelling</li>
<li>Be a resident in England, Wales or Scotland</li>
<li>Be curious and reliable</li>
<li>Exposure to spreadsheet data pipelines.</li>
</ul>
<p>The wow factor (not required but the stuff we love to see!)</p>
<ul class=""liste"">
<li>Experience with Fintech companies</li>
<li>Have an understanding how insurance works</li>
<li>Experience with data visualisation tools, especially AWS QuickInsights, is a plus</li>
</ul>
",data-engineer,4.0,4.0,5.0,9.0,recGr24cyoFwPcUwi,recAtcVMDz425qUT3,,,90000.0,,,Rejected by CP,recGr24cyoFwPcUwi,"aws-cwi,data-modeling,data-science,databases,etl,etl-tools,python,vpython",,,,,recGr24cyoFwPcUwi,en,recAtcVMDz425qUT3,en,,-1.5,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 hardskills which match with the job requirement, and the degree subject is related to the job requirement. The candidate can speak the required language, but the location is not matched.""
    }"
241,recdN16e9aiTj0z3a,,,30000.0,42000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,recGRARJu8e4zTSnZ,recdN16e9aiTj0z3a,,,35000.0,,,Rejected by CP,recGRARJu8e4zTSnZ,sales,,,recdN16e9aiTj0z3a,europe/spain/madrid,recGRARJu8e4zTSnZ,"en,es",recdN16e9aiTj0z3a,"en,es",,-0.5,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has a hardskill in sales which is related to the job position, and the candidate can speak both English and Spanish which is required by the job. However, the candidate's degree subjects are not related to the job requirements, and the candidate's location is not the same as the job location.""
    }"
242,recObvBwoSTSuFEll,,,37000.0,50000.0,"<ul class=""liste"">
<li>2-3 ans ou + d’expérience en tant qu’ingénieur conseil</li>
<li>Avoir fait de l’audit</li>
<li>Expérience dans la CVC  (Chauffage, ventilation et climatisation) ou thermique du bâtiment</li>
<li>Volonté de travailler dans une jeune entreprise en forte croissance</li>
<li>Très bon relationnel, parfaitement à l’aise dans son expression écrite et orale</li>
<li>Réel intérêt pour le monde de l’énergie et volonté d’accélérer la transition énergétique des entreprises et des collectivités</li>
</ul>
",others,,,3.0,5.0,recgswj5pJGIkBlGi,recObvBwoSTSuFEll,2023-03-14,2023-03-31,45000.0,60000.0,ENERGY AND SUSTAINABILITY MANAGEMENT,Rejected by client,recgswj5pJGIkBlGi,"climate-change-adaptation,energy,python",recgswj5pJGIkBlGi,europe,recObvBwoSTSuFEll,europe/france/paris,recgswj5pJGIkBlGi,"ar,en,fr",recObvBwoSTSuFEll,fr,,-0.8,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 3 out of 6 hardskills required in the job description, and the degree subject is related to the job position. The candidate can work in the job location and can speak all the languages required in the job description.""
    }"
243,recUwquxTAuaSpYwc,,,60000.0,70000.0,"<p>The ideal candidate should have resources in France or Europe and have lived in France or Europe for many years, with a deep understanding of the local culture and a good level of connections <br>
Background in Business School<br>
Consulting/IB/VC experience</p>
",business-development,,,6.0,9.0,recgTPe58NjN5lMyl,recUwquxTAuaSpYwc,,,0.0,100000.0,EMBA Management IT and Entrepreneurial,Screened by CP,recgTPe58NjN5lMyl,"business-development,ivd,medical-affairs",,,recUwquxTAuaSpYwc,europe/france,recgTPe58NjN5lMyl,"en,fr,zh",recUwquxTAuaSpYwc,"en,fr,zh",,-6.0,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 3 hardskills which are related to the job position, and the degree subjects cover some of the skills required in the job position. The candidate can speak all the languages required in the job, but the candidate's location does not match with the job location.""
    }"
244,recsld3DKqBhnW6rg,2023-04-03,2023-08-10,85000.0,90000.0,"<p>WHAT YOU'LL NEED<br>
 2+ years experience in management consulting or data science<br>
 Excellent analytical skills and ability to leverage data, metrics, analytics to generate insights creative ideas.<br>
Quantitative thinking and strong problem-solving skills<br>
Excellent communication skills and full fluency in English and Arabic<br>
Arabic proficiency is a plus (not mandatory)<br>
Collaborative mindsetset</p>
",head-data-operations,,,1.0,2.0,recgUjYvEJ9MKh9QC,recsld3DKqBhnW6rg,,,6500.0,7300.0,Data Science with concentration in Computational Methods,Mission closed by client,recgUjYvEJ9MKh9QC,"data-integration,data-management,data-science,tableau",recgUjYvEJ9MKh9QC,asia/united-arab-emirates,recsld3DKqBhnW6rg,asia/united-arab-emirates/dubai,recgUjYvEJ9MKh9QC,en,recsld3DKqBhnW6rg,"ar,en",,-7.85,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 4 out of 5 hardskills required in the job description, and the degree subject covers most of the skills required in the job position. The candidate can work in the job location and can speak the language required in the job.""
    }"
245,recwMSrftJ7BbX5mZ,,,8320.0,12480.0,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1.0,2.0,recgwGovV2e9MgdlZ,recwMSrftJ7BbX5mZ,,,,,"Computer Science,Informatics Engineering",Rejected by CP,recgwGovV2e9MgdlZ,"amazon-web-services-aws,c-c++-stl,data-center-virtualization,git,github,java,jira,mysql,phpmyadmin,postgresql,python,r-amp-tte,slackware,web-crawling,web-mapping",recgwGovV2e9MgdlZ,worldwide,recwMSrftJ7BbX5mZ,asia/india,recgwGovV2e9MgdlZ,"en,es,pt",recwMSrftJ7BbX5mZ,"en,hi",,,"
    Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 0,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subjects of the candidate covers 60% of the job requirement. The candidate has 9 out of 10 hardskills and degree subjects required for the job position. The candidate can work in the job location and the language requirement is not met.""
    }"
246,recLaxiCREBzTpmDO,2023-05-08,,36000.0,45000.0,"<ol>
<li>2-3 years of experience in Admin and Office management</li>
<li>You are fluent in English: we are an international team where English is the first language spoken (meetings, communication, documentation, etc.)</li>
<li>You are autonomous, detail-oriented with demonstrated ability to multitask</li>
<li>You are creative and committed to elevating the in-office experience</li>
<li>You have excellent interpersonal skills and ease with intercultural communication</li>
<li>You have a strong sense of service and you know how to organize and prioritize your work</li>
<li>Language skills: English is the working language at Prophesee. French is significant asset for living in Paris</li>
</ol>
",office-manager,0.0,0.0,2.0,5.0,recGWJo46z1A5gVbH,recLaxiCREBzTpmDO,,,40000.0,,Droit,Sent to Client,recGWJo46z1A5gVbH,"administration,administrative-assistance,client-relations,communication,event-planning,events-organisation",,,recLaxiCREBzTpmDO,europe/france/paris,recGWJo46z1A5gVbH,"ar,en,es,fr",recLaxiCREBzTpmDO,"en,fr",,-0.4,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 5 out of 6 hardskills required for the job, and the degree subject Droit covers some of the skills required for the job. The candidate can work in Paris, and can speak both English and French which are the required languages for the job.""
    }"
247,recA3Ye1PMACJlO1Z,2023-04-03,,65000.0,120000.0,"<ul class=""liste"">
<li>Experience in building backend data services and Microservices at scale</li>
<li>Experience leading and architecting major new enhancements</li>
<li>Strong understanding of web services and best practices    Strong experience with managing the security aspects</li>
<li>Have working knowledge on following technologies:<br>
Node.js – GraphQl – AWS  - Express JS – PostgreSQL - Hasura</li>
<li>Experience – min 7 years experience</li>
<li>Experience in a tech start-up or large company</li>
<li>Have stayed in a company for at least 2 years</li>
</ul>
",backend-developer,,,6.0,9.0,recGYMeDYmzmix6ud,recA3Ye1PMACJlO1Z,,,,,Computer Science,Rejected by CP,recGYMeDYmzmix6ud,python,,,recA3Ye1PMACJlO1Z,"americas/united-states,asia/india,europe",recGYMeDYmzmix6ud,en,recA3Ye1PMACJlO1Z,en,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has experience in Python, which is related to the job requirement. The candidate has a degree in Computer Science, which covers some of the job requirement. The candidate has the hard skills and degree subjects to match the job position. The candidate's location does not match the job location. The candidate can speak the language required for the job.""
    }"
248,rec2Xnb1aA6Evh8id,,,60000.0,75000.0,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li><strong>5 to 10 years of experience as a Full Stack  developer</strong></li>
<li>Previous experience in**a scale-up (at least 2 years) **<br>
Stack to master:<br>
**Ruby **and/or **Django (at least 2 years old) **<br>
** **</li>
<li><strong>Back :  Ruby, PostgreSQL, Heroku</strong></li>
<li><strong>Front : Typescript , React native, React</strong><br>
** **</li>
<li>Proximity to Paris but not mandatory</li>
<li>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</li>
<li>The candidate must be **French native/or professional level **</li>
</ul>
",full-stack-developer,,,,,recGzw3Ra6sdZd6UU,rec2Xnb1aA6Evh8id,,,75000.0,80000.0,Computer Science,Rejected by CP,recGzw3Ra6sdZd6UU,"algorithms,amazon-web-services-aws,c-c++-stl,cryptography,css,django,elasticsearch,elixir,git,html,javascript,mongodb,node.js,postgis,postgresql,python,redis,ruby-on-rails,typescript",,,rec2Xnb1aA6Evh8id,europe/france/paris,recGzw3Ra6sdZd6UU,"en,fr,ru,zh",rec2Xnb1aA6Evh8id,fr,,-1.5,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.9,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required by the job, and the degree subject Computer Science covers most of the job requirements. The candidate has experience in scale-up and can work remotely or travel to the headquarters in Paris from time to time. The candidate is also French native/or professional level.""
    }"
249,rec7MvbTywFTvWryg,,,45000.0,60000.0,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li>
<p>Min **2 years of experience **as a full stack developer or school exit (-<strong>Top engineering school – “Top 10”</strong>) -Info school (only Epita)</p>
</li>
<li>
<p>Proximity to Paris but not mandatory</p>
</li>
<li>
<p>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</p>
</li>
<li>
<p>The candidate must be native French (or professional level)</p>
</li>
<li>
<p><strong>Back :  Ruby, PostgreSQL, Heroku</strong></p>
</li>
<li>
<p><strong>Front : Typescript , React native, React</strong></p>
</li>
</ul>
",full-stack-developer,,,,,recH29zdQeYZdzz8v,rec7MvbTywFTvWryg,,,60000.0,0.0,Mastère spécialisé en mobilité et véhicules électriques,Interview Process,recH29zdQeYZdzz8v,"amazon-web-services-aws,cypress,django,heroku,mongodb,node.js,postgresql,python,react,react-native,redis,rspec,ruby,ruby-on-rails",recH29zdQeYZdzz8v,europe/france,rec7MvbTywFTvWryg,europe/france/paris,recH29zdQeYZdzz8v,"en,fr",rec7MvbTywFTvWryg,fr,,-1.5,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required by the job, and the degree subject covers some of the skills required by the job. The candidate can work remotely or travel to the headquarters in Paris from time to time to meet the team. The candidate is native French. The candidate can speak both English and French.""
    }"
250,recKRL2QH6xEYq7sa,,,,,"<p>●     You have 5+ years of experience in B2B sales management, preferably in the agri-food sector and / or in SaaS ;<br>
 <br>
●     You are a great communicator and story-teller with any of your prospects’ representatives from C-level to operational staff ;<br>
 <br>
●     You speak English and an additional language among German, Spanish, Italian and Portuguese with full professional proficiency ;<br>
 <br>
●     Bonus 1 : you bring your own portfolio of leads to the table</p>
",sales-manager,,,,,rech2MieMtx0dPoAo,recKRL2QH6xEYq7sa,2023-03-01,,65000.0,,,Rejected by CP,,,,,recKRL2QH6xEYq7sa,europe/germany,rech2MieMtx0dPoAo,"de,en",recKRL2QH6xEYq7sa,"de,en",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 5+ years of experience in B2B sales management, which is matched with the job requirement. The candidate has a degree in business management, which covers the skills required in the job position. The candidate can work in the job location and speaks all the languages required in the job. Therefore, the candidate is a good fit for the job.""
    }"
251,recWril35NdQ1pyCs,,,,,,key-account-manager,,,,,rech3iJEiWF0UEnRD,recWril35NdQ1pyCs,,,40000.0,,,Rejected by client,,,,,recWril35NdQ1pyCs,europe/france/paris,rech3iJEiWF0UEnRD,"en,fr,zh",,,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subjects are related to the job position. The candidate can work in the job location and can speak all the languages required for the job.""
    }"
252,recsld3DKqBhnW6rg,2023-04-03,2023-08-10,85000.0,90000.0,"<p>WHAT YOU'LL NEED<br>
 2+ years experience in management consulting or data science<br>
 Excellent analytical skills and ability to leverage data, metrics, analytics to generate insights creative ideas.<br>
Quantitative thinking and strong problem-solving skills<br>
Excellent communication skills and full fluency in English and Arabic<br>
Arabic proficiency is a plus (not mandatory)<br>
Collaborative mindsetset</p>
",head-data-operations,,,1.0,2.0,rech4sbD1vUVNMuu7,recsld3DKqBhnW6rg,,,6500.0,7000.0,Computational Engineering and Networking - CSE,Rejected by CP,rech4sbD1vUVNMuu7,"data-science,machine-learning,tableau",rech4sbD1vUVNMuu7,asia/united-arab-emirates,recsld3DKqBhnW6rg,asia/united-arab-emirates/dubai,rech4sbD1vUVNMuu7,"en,ml,ta",recsld3DKqBhnW6rg,"ar,en",,-7.85,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 0,
        ""Reason"": ""The candidate has 3 hardskills which are related to the job requirements, and the degree subject covers some of the job requirements. The candidate can work in the job location and can not speak the required language.""
    }"
